date,quantity,price,ticker,cusip
2022-12-05,209340,3.60,BBBY,075896100
2022-12-06,14762,3.61,BBBY,075896100
2022-12-07,118744,3.34,BBBY,075896100
2022-12-08,108413,3.27,BBBY,075896100
2022-12-09,28928,3.33,BBBY,075896100
2022-12-12,78613,3.08,BBBY,075896100
2022-12-13,127862,3.13,BBBY,075896100
2022-12-15,16370,2.91,BBBY,075896100
2022-12-16,56402,2.98,BBBY,075896100
2022-12-19,107836,2.98,BBBY,075896100
2022-12-20,805634,2.78,BBBY,075896100
2022-12-21,898693,2.71,BBBY,075896100
2022-12-22,287350,2.65,BBBY,075896100
2022-12-23,314844,2.51,BBBY,075896100
2022-12-27,418525,2.58,BBBY,075896100
2022-12-28,179960,2.47,BBBY,075896100
2022-12-29,440175,2.39,BBBY,075896100
2022-12-30,329519,2.52,BBBY,075896100
2023-01-03,266149,2.51,BBBY,075896100
2023-01-04,623368,2.31,BBBY,075896100
2023-01-05,1907553,2.41,BBBY,075896100
2023-01-06,1813239,1.69,BBBY,075896100
2023-01-09,2087811,1.31,BBBY,075896100
2023-01-10,887729,1.62,BBBY,075896100
2023-01-11,2831292,2.07,BBBY,075896100
2023-01-12,4226305,3.49,BBBY,075896100
2023-01-13,4783455,5.24,BBBY,075896100
2023-01-17,3990460,3.66,BBBY,075896100
2023-01-18,6182192,4.14,BBBY,075896100
2023-01-19,7188690,3.94,BBBY,075896100
2023-01-20,6285145,3.79,BBBY,075896100
2023-01-23,6812634,3.35,BBBY,075896100
2023-01-24,5517907,2.94,BBBY,075896100
2023-01-25,4542876,3.39,BBBY,075896100
2023-01-26,3893150,3.24,BBBY,075896100
2023-01-27,3509913,2.52,BBBY,075896100
2023-01-30,3514459,2.55,BBBY,075896100
2023-01-31,6090149,2.87,BBBY,075896100
2023-02-01,5563683,2.82,BBBY,075896100
2023-02-02,6272306,2.82,BBBY,075896100
2023-02-03,5224587,3.33,BBBY,075896100
2023-02-06,5476048,3.05,BBBY,075896100
2023-02-07,5084839,5.86,BBBY,075896100
2023-02-08,4230505,3.01,BBBY,075896100
2023-02-09,2926822,2.61,BBBY,075896100
2023-02-10,7636097,2.60,BBBY,075896100
2023-02-13,6190417,2.35,BBBY,075896100
2023-02-14,1998058,2.04,BBBY,075896100
2023-02-15,3653437,1.94,BBBY,075896100
2023-02-16,5353,1.93,BBBY,075896100
2023-02-17,9363506,1.80,BBBY,075896100
2023-02-21,7871493,1.81,BBBY,075896100
2023-02-22,7617374,1.64,BBBY,075896100
2023-02-23,5939069,1.62,BBBY,075896100
2023-02-24,1293368,1.50,BBBY,075896100
2023-02-27,3073052,1.53,BBBY,075896100
2023-02-28,5981531,1.48,BBBY,075896100
2023-03-01,6635598,1.41,BBBY,075896100
2023-03-02,4736254,1.50,BBBY,075896100
2023-03-03,4653531,1.56,BBBY,075896100
2023-03-06,2418044,1.49,BBBY,075896100
2023-03-07,6317235,1.39,BBBY,075896100
2023-03-08,4755953,1.34,BBBY,075896100
2023-03-09,3054128,1.30,BBBY,075896100
2023-03-10,2875576,1.23,BBBY,075896100
2023-03-13,1235210,1.34,BBBY,075896100
2023-03-14,2248143,1.24,BBBY,075896100
2023-03-15,8253150,1.15,BBBY,075896100
2023-03-16,1546779,1.03,BBBY,075896100
2023-03-17,1231592,1.06,BBBY,075896100
2023-03-20,6502725,1.03,BBBY,075896100
2023-03-21,9513224,0.81,BBBY,075896100
