date,quantity,price,ticker,cusip
2025-05-16,8986,6.14,BYON,690370101
2025-05-22,5896,6.15,BYON,690370101
2025-05-27,1398,5.65,BYON,690370101
2025-05-29,19,6.65,BYON,690370101
2025-05-30,191,6.61,BYON,690370101
2025-06-02,4,6.41,BYON,690370101
2025-06-03,48245,6.13,BYON,690370101
2025-06-04,34618,6.32,BYON,690370101
2025-06-05,3255,6.41,BYON,690370101
2025-06-06,4048,6.68,BYON,690370101
2025-06-09,12895,6.46,BYON,690370101
2025-06-10,6756,6.63,BYON,690370101
2025-06-11,66,6.70,BYON,690370101
2025-06-12,151,6.94,BYON,690370101
2025-06-13,1477,6.82,BYON,690370101
2025-06-16,2729,6.50,BYON,690370101
2025-06-23,2713,6.02,BYON,690370101
2025-06-26,3663,6.32,BYON,690370101
2025-06-27,8629,7.26,BYON,690370101
2025-06-30,10,6.67,BYON,690370101
2025-07-01,932,6.88,BYON,690370101
2025-07-03,600,7.63,BYON,690370101
2025-07-07,3944,7.53,BYON,690370101
2025-07-08,453,7.45,BYON,690370101
2025-07-09,69185,8.22,BYON,690370101
2025-07-10,522,7.94,BYON,690370101
2025-07-11,800,8.07,BYON,690370101
2025-07-15,100,7.57,BYON,690370101
2025-07-16,14757,7.01,BYON,690370101
2025-07-17,5038,7.34,BYON,690370101
2025-07-18,15289,8.16,BYON,690370101
2025-07-21,2343,8.85,BYON,690370101
2025-07-23,15802,10.63,BYON,690370101
2025-07-24,3290,11.33,BYON,690370101
2025-07-28,35018,10.09,BYON,690370101
2025-07-29,137301,10.30,BYON,690370101
2025-07-30,3373,9.66,BYON,690370101
2025-07-31,191285,9.13,BYON,690370101
2025-08-05,1229,7.97,BYON,690370101
2025-08-07,40880,8.42,BYON,690370101
2025-08-08,4391,8.25,BYON,690370101
2025-08-11,1389,7.93,BYON,690370101
2025-08-14,102,9.16,BYON,690370101
2025-08-18,79120,8.85,BYON,690370101
2025-08-25,6270,9.70,BYON,690370101
2025-08-26,77428,9.46,BYON,690370101
2025-09-02,1979,9.01,BBBY,690370101
2025-09-03,1660,8.14,BBBY,690370101
2025-09-04,484,8.55,BBBY,690370101
2025-09-05,24063,8.76,BBBY,690370101
2025-09-08,4519,9.88,BBBY,690370101
2025-09-09,17940,10.36,BBBY,690370101
2025-09-10,5810,11.11,BBBY,690370101
2025-09-17,864,9.81,BBBY,690370101
2025-09-22,2158,9.52,BBBY,690370101
2025-09-24,20951,9.00,BBBY,690370101
2025-09-29,5370,9.40,BBBY,690370101
2025-09-30,16305,9.23,BBBY,690370101
2025-10-02,1566,9.99,BBBY,690370101
2025-10-03,1098,11.75,BBBY,690370101
2025-10-06,29857,12.02,BBBY,690370101
2025-10-07,8852,12.11,BBBY,690370101
2025-10-14,30,8.65,BBBY,690370101
2025-10-16,406,8.28,BBBY,690370101
2025-10-20,150,7.87,BBBY,690370101
2025-10-21,1054,8.53,BBBY,690370101
2025-10-22,829,8.38,BBBY,690370101
2025-10-30,84,8.19,BBBY,690370101
2025-11-04,9112,7.63,BBBY,690370101
2025-11-14,296,6.37,BBBY,690370101
2025-11-17,20054,6.03,BBBY,690370101
2025-11-26,26068,5.68,BBBY,690370101
2025-12-01,19700,6.02,BBBY,690370101
2025-12-03,514,5.99,BBBY,690370101
2025-12-04,12354,6.59,BBBY,690370101
2025-12-19,7499,6.17,BBBY,690370101
2025-12-31,2973,5.49,BBBY,690370101
